,node_ID,y,x,geometry
111,111,64.2844597,-21.4595036,POINT (-21.4595036 64.2844597)
112,112,64.1653198,-21.7306021,POINT (-21.7306021 64.1653198)
113,113,64.1318917,-21.8721191,POINT (-21.8721191 64.1318917)
114,114,64.1715699,-21.7043106,POINT (-21.7043106 64.1715699)
115,115,64.1247989,-21.9102844,POINT (-21.9102844 64.1247989)
116,116,64.1354246,-21.9586676,POINT (-21.9586676 64.1354246)
117,117,64.1639539,-21.6848498,POINT (-21.6848498 64.1639539)
118,118,64.1227725,-21.8665506,POINT (-21.8665506 64.1227725)
119,119,64.1400031,-21.8057334,POINT (-21.8057334 64.1400031)
120,120,64.2878377,-21.4637038,POINT (-21.4637038 64.2878377)
121,121,64.2135364,-21.7578835,POINT (-21.7578835 64.2135364)
122,122,64.1481438,-21.8844945,POINT (-21.8844945 64.1481438)
123,123,64.1322776,-21.8454766,POINT (-21.8454766 64.1322776)
124,124,64.1008195,-21.853272,POINT (-21.853272 64.1008195)
125,125,64.1310182,-21.883861,POINT (-21.883861 64.1310182)
126,126,64.1855447,-21.6324856,POINT (-21.6324856 64.1855447)
127,127,64.1437401,-21.7925661,POINT (-21.7925661 64.1437401)
128,128,64.0872662,-21.7671039,POINT (-21.7671039 64.0872662)
129,129,64.1325902,-21.7351196,POINT (-21.7351196 64.1325902)
130,130,64.1227738,-21.8946826,POINT (-21.8946826 64.1227738)
131,131,64.1497435,-21.977105,POINT (-21.977105 64.1497435)
132,132,64.1453395,-21.7735393,POINT (-21.7735393 64.1453395)
133,133,64.1242072,-21.7768988,POINT (-21.7768988 64.1242072)
134,134,64.1539529,-21.6581494,POINT (-21.6581494 64.1539529)
135,135,64.1048589,-21.7886318,POINT (-21.7886318 64.1048589)
136,136,64.1516463,-21.8840072,POINT (-21.8840072 64.1516463)
137,137,64.1041731,-21.8373819,POINT (-21.8373819 64.1041731)
138,138,64.1077334,-21.8170415,POINT (-21.8170415 64.1077334)
139,139,64.1514631,-21.7865126,POINT (-21.7865126 64.1514631)
140,140,64.1258905,-21.7354317,POINT (-21.7354317 64.1258905)
141,141,64.1387743,-21.7581522,POINT (-21.7581522 64.1387743)
142,142,64.1367337,-21.8520869,POINT (-21.8520869 64.1367337)
143,143,64.1331272,-21.8686428,POINT (-21.8686428 64.1331272)
144,144,64.1511509,-21.7888667,POINT (-21.7888667 64.1511509)
145,145,64.1174704,-21.7882687,POINT (-21.7882687 64.1174704)
146,146,64.134905,-21.7397045,POINT (-21.7397045 64.134905)
147,147,64.1516001,-21.8644768,POINT (-21.8644768 64.1516001)
148,148,64.3321222,-21.7057074,POINT (-21.7057074 64.3321222)
149,149,64.197839,-21.7015219,POINT (-21.7015219 64.197839)
150,150,64.1070782,-21.8452071,POINT (-21.8452071 64.1070782)
151,151,64.0993179,-21.8127336,POINT (-21.8127336 64.0993179)
152,152,64.129676,-21.86843,POINT (-21.86843 64.129676)
153,153,64.1398519,-21.8903217,POINT (-21.8903217 64.1398519)
154,154,64.0959957,-21.8337928,POINT (-21.8337928 64.0959957)
155,155,64.132807,-21.8207866,POINT (-21.8207866 64.132807)
156,156,64.2541724,-21.8551891,POINT (-21.8551891 64.2541724)
157,157,64.1354891,-21.8468636,POINT (-21.8468636 64.1354891)
158,158,64.13661,-21.8440764,POINT (-21.8440764 64.13661)
159,159,64.2146317,-21.3449018,POINT (-21.3449018 64.2146317)
160,160,64.1179368,-21.8684104,POINT (-21.8684104 64.1179368)
161,161,64.1245449,-21.8403346,POINT (-21.8403346 64.1245449)
162,162,64.1253782,-21.7548566,POINT (-21.7548566 64.1253782)
163,163,64.1038925,-21.824067,POINT (-21.824067 64.1038925)
164,164,64.1566349,-21.9993846,POINT (-21.9993846 64.1566349)
165,165,64.1277114,-21.7774015,POINT (-21.7774015 64.1277114)
166,166,64.122865,-21.8896713,POINT (-21.8896713 64.122865)
167,167,64.1128666,-21.7859386,POINT (-21.7859386 64.1128666)
168,168,64.092337,-21.717672,POINT (-21.717672 64.092337)
169,169,64.1474039,-21.7885365,POINT (-21.7885365 64.1474039)
170,170,64.1622032,-21.6592491,POINT (-21.6592491 64.1622032)
171,171,64.1478548,-21.8691301,POINT (-21.8691301 64.1478548)
172,172,64.1713489,-21.7230481,POINT (-21.7230481 64.1713489)
173,173,64.1111797,-21.7217269,POINT (-21.7217269 64.1111797)
174,174,64.1351365,-21.8849249,POINT (-21.8849249 64.1351365)
175,175,64.1356935,-21.7371088,POINT (-21.7371088 64.1356935)
176,176,64.1263227,-21.7776168,POINT (-21.7776168 64.1263227)
177,177,64.3051072,-21.5818246,POINT (-21.5818246 64.3051072)
178,178,64.1417005,-21.8922584,POINT (-21.8922584 64.1417005)
179,179,64.3282589,-21.6529097,POINT (-21.6529097 64.3282589)
180,180,64.1104837,-21.8394855,POINT (-21.8394855 64.1104837)
181,181,64.1300485,-21.8682816,POINT (-21.8682816 64.1300485)
182,182,64.1384828,-21.781428,POINT (-21.781428 64.1384828)
183,183,64.1390594,-21.8549582,POINT (-21.8549582 64.1390594)
184,184,64.1256169,-21.7636283,POINT (-21.7636283 64.1256169)
185,185,64.1026954,-21.7650937,POINT (-21.7650937 64.1026954)
186,186,64.1476256,-21.8766251,POINT (-21.8766251 64.1476256)
187,187,64.1308872,-21.897879,POINT (-21.897879 64.1308872)
188,188,64.1093151,-21.8155184,POINT (-21.8155184 64.1093151)
189,189,64.1195489,-21.8597287,POINT (-21.8597287 64.1195489)
190,190,64.1456951,-21.9119208,POINT (-21.9119208 64.1456951)
191,191,64.1280348,-21.8469386,POINT (-21.8469386 64.1280348)
192,192,64.1508754,-21.866338,POINT (-21.866338 64.1508754)
193,193,64.1310641,-21.9299372,POINT (-21.9299372 64.1310641)
194,194,64.137298,-21.9175473,POINT (-21.9175473 64.137298)
195,195,64.1421321,-21.8874445,POINT (-21.8874445 64.1421321)
196,196,64.1093216,-21.7371757,POINT (-21.7371757 64.1093216)
197,197,64.115303,-21.7907629,POINT (-21.7907629 64.115303)
198,198,64.0982367,-21.743399,POINT (-21.743399 64.0982367)
199,199,64.1643328,-21.6779669,POINT (-21.6779669 64.1643328)
200,200,64.1597598,-21.6633781,POINT (-21.6633781 64.1597598)
201,201,64.1525835,-21.8127511,POINT (-21.8127511 64.1525835)
202,202,64.1384608,-21.8791923,POINT (-21.8791923 64.1384608)
203,203,64.1366578,-21.8160024,POINT (-21.8160024 64.1366578)
204,204,64.3089742,-21.5564203,POINT (-21.5564203 64.3089742)
205,205,64.1243715,-21.7909159,POINT (-21.7909159 64.1243715)
206,206,64.1380378,-21.9608501,POINT (-21.9608501 64.1380378)
207,207,64.1286566,-21.8129897,POINT (-21.8129897 64.1286566)
208,208,64.1681329,-21.6709057,POINT (-21.6709057 64.1681329)
209,209,64.100009,-21.8574065,POINT (-21.8574065 64.100009)
210,210,64.1317288,-21.6549111,POINT (-21.6549111 64.1317288)
211,211,64.1432373,-21.7691542,POINT (-21.7691542 64.1432373)
212,212,64.1038766,-21.8348671,POINT (-21.8348671 64.1038766)
213,213,64.1669616,-21.6874361,POINT (-21.6874361 64.1669616)
214,214,64.1003471,-21.8348577,POINT (-21.8348577 64.1003471)
215,215,64.1196126,-21.8032943,POINT (-21.8032943 64.1196126)
216,216,64.11791,-21.6063886,POINT (-21.6063886 64.11791)
217,217,64.1406129,-21.7808921,POINT (-21.7808921 64.1406129)
218,218,64.1346004,-21.7400873,POINT (-21.7400873 64.1346004)
219,219,64.1216574,-21.8031346,POINT (-21.8031346 64.1216574)
220,220,64.1874077,-21.6838895,POINT (-21.6838895 64.1874077)
221,221,64.1304361,-21.7612657,POINT (-21.7612657 64.1304361)
222,222,64.1234385,-21.796419,POINT (-21.796419 64.1234385)
223,223,64.1210714,-21.7854461,POINT (-21.7854461 64.1210714)
224,224,64.1434138,-21.8005224,POINT (-21.8005224 64.1434138)
225,225,64.1497228,-21.9699833,POINT (-21.9699833 64.1497228)
226,226,64.1459974,-21.9027905,POINT (-21.9027905 64.1459974)
227,227,64.132498,-21.8494346,POINT (-21.8494346 64.132498)
228,228,64.3052914,-21.5582102,POINT (-21.5582102 64.3052914)
229,229,64.102856,-21.784054,POINT (-21.784054 64.102856)
230,230,64.1288929,-21.9496127,POINT (-21.9496127 64.1288929)
231,231,64.2410306,-21.8527566,POINT (-21.8527566 64.2410306)
232,232,64.1223627,-21.7989135,POINT (-21.7989135 64.1223627)
233,233,64.0859918,-21.7376208,POINT (-21.7376208 64.0859918)
234,234,64.1402902,-21.9002394,POINT (-21.9002394 64.1402902)
235,235,64.1197202,-21.8546897,POINT (-21.8546897 64.1197202)
236,236,64.1222247,-21.8515691,POINT (-21.8515691 64.1222247)
237,237,64.1656028,-21.6694889,POINT (-21.6694889 64.1656028)
238,238,64.1227759,-21.8958351,POINT (-21.8958351 64.1227759)
239,239,64.1403188,-21.8873805,POINT (-21.8873805 64.1403188)
240,240,64.1866374,-21.6148333,POINT (-21.6148333 64.1866374)
241,241,64.1504801,-21.7830898,POINT (-21.7830898 64.1504801)
242,242,64.1368614,-21.923099,POINT (-21.923099 64.1368614)
243,243,64.1009482,-21.8273513,POINT (-21.8273513 64.1009482)
244,244,64.1370984,-21.741151,POINT (-21.741151 64.1370984)
245,245,64.1191971,-21.787836,POINT (-21.787836 64.1191971)
246,246,64.1409091,-21.6880739,POINT (-21.6880739 64.1409091)
247,247,64.1548578,-21.9362521,POINT (-21.9362521 64.1548578)
248,248,64.1406879,-21.960884,POINT (-21.960884 64.1406879)
249,249,64.1273994,-21.8848314,POINT (-21.8848314 64.1273994)
250,250,64.0954007,-21.7784697,POINT (-21.7784697 64.0954007)
251,251,64.2491322,-21.8550474,POINT (-21.8550474 64.2491322)
252,252,64.0971218,-21.8559552,POINT (-21.8559552 64.0971218)
253,253,64.1459658,-21.8591669,POINT (-21.8591669 64.1459658)
254,254,64.1387337,-21.8537313,POINT (-21.8537313 64.1387337)
255,255,64.1368657,-21.9605005,POINT (-21.9605005 64.1368657)
256,256,64.1374262,-21.8082251,POINT (-21.8082251 64.1374262)
257,257,64.124851,-21.829885,POINT (-21.829885 64.124851)
258,258,64.1381671,-21.8817014,POINT (-21.8817014 64.1381671)
259,259,64.1512284,-21.8828797,POINT (-21.8828797 64.1512284)
260,260,64.1104621,-21.8157668,POINT (-21.8157668 64.1104621)
261,261,64.1404848,-21.8955902,POINT (-21.8955902 64.1404848)
262,262,64.1463626,-21.8665775,POINT (-21.8665775 64.1463626)
263,263,64.1689679,-21.6682122,POINT (-21.6682122 64.1689679)
264,264,64.1382657,-21.8406976,POINT (-21.8406976 64.1382657)
265,265,64.1200706,-21.7925243,POINT (-21.7925243 64.1200706)
266,266,64.1213292,-21.8620291,POINT (-21.8620291 64.1213292)
267,267,64.0951091,-21.6594594,POINT (-21.6594594 64.0951091)
268,268,64.0996366,-21.8375358,POINT (-21.8375358 64.0996366)
269,269,64.0946042,-21.6738288,POINT (-21.6738288 64.0946042)
270,270,64.1444626,-21.9303896,POINT (-21.9303896 64.1444626)
271,271,64.1636903,-21.7234524,POINT (-21.7234524 64.1636903)
272,272,64.1257908,-21.8325143,POINT (-21.8325143 64.1257908)
273,273,64.126495,-21.7327942,POINT (-21.7327942 64.126495)
274,274,64.1648381,-21.730838,POINT (-21.730838 64.1648381)
275,275,64.1568609,-21.7540079,POINT (-21.7540079 64.1568609)
276,276,64.1430522,-21.8680018,POINT (-21.8680018 64.1430522)
277,277,64.1279166,-21.8142824,POINT (-21.8142824 64.1279166)
278,278,64.1290125,-21.7685403,POINT (-21.7685403 64.1290125)
279,279,64.1637527,-21.6903425,POINT (-21.6903425 64.1637527)
280,280,64.1113244,-21.8286142,POINT (-21.8286142 64.1113244)
281,281,64.1225394,-21.8060117,POINT (-21.8060117 64.1225394)
282,282,64.1576594,-21.9450755,POINT (-21.9450755 64.1576594)
283,283,64.1562814,-21.9508971,POINT (-21.9508971 64.1562814)
284,284,64.1662206,-21.7092845,POINT (-21.7092845 64.1662206)
285,285,64.1700334,-21.6731777,POINT (-21.6731777 64.1700334)
286,286,64.1335814,-21.853656,POINT (-21.853656 64.1335814)
287,287,64.1326768,-21.8648343,POINT (-21.8648343 64.1326768)
288,288,64.1556593,-22.0068592,POINT (-22.0068592 64.1556593)
289,289,64.1081753,-21.8350622,POINT (-21.8350622 64.1081753)
290,290,64.0704844,-21.6089512,POINT (-21.6089512 64.0704844)
291,291,64.0913675,-21.8386052,POINT (-21.8386052 64.0913675)
292,292,64.1302817,-21.8970794,POINT (-21.8970794 64.1302817)
293,293,64.1369932,-21.8493472,POINT (-21.8493472 64.1369932)
294,294,64.138136,-21.7851189,POINT (-21.7851189 64.138136)
295,295,64.1473612,-21.7857385,POINT (-21.7857385 64.1473612)
296,296,64.120476,-21.6814612,POINT (-21.6814612 64.120476)
297,297,64.1415369,-21.9482977,POINT (-21.9482977 64.1415369)
298,298,64.1209256,-21.9048472,POINT (-21.9048472 64.1209256)
299,299,64.1443381,-21.9164313,POINT (-21.9164313 64.1443381)
300,300,64.1442516,-21.936391,POINT (-21.936391 64.1442516)
301,301,64.1538465,-21.9520609,POINT (-21.9520609 64.1538465)
302,302,64.1510301,-21.7903904,POINT (-21.7903904 64.1510301)
303,303,64.1543778,-21.7807865,POINT (-21.7807865 64.1543778)
304,304,64.1308004,-21.8746496,POINT (-21.8746496 64.1308004)
305,305,64.108615,-21.6409196,POINT (-21.6409196 64.108615)
306,306,64.1257829,-21.8987289,POINT (-21.8987289 64.1257829)
307,307,64.1347507,-21.9307806,POINT (-21.9307806 64.1347507)
308,308,64.1372046,-21.8466728,POINT (-21.8466728 64.1372046)
309,309,64.1134482,-21.8404274,POINT (-21.8404274 64.1134482)
310,310,64.1176376,-21.7988182,POINT (-21.7988182 64.1176376)
311,311,64.1430208,-21.8545756,POINT (-21.8545756 64.1430208)
312,312,64.1016041,-21.8165048,POINT (-21.8165048 64.1016041)
313,313,64.0958432,-21.8364022,POINT (-21.8364022 64.0958432)
314,314,64.1478599,-21.9419016,POINT (-21.9419016 64.1478599)
315,315,64.1588887,-21.9990208,POINT (-21.9990208 64.1588887)
316,316,64.1392706,-21.6713961,POINT (-21.6713961 64.1392706)
317,317,64.1461741,-21.751511,POINT (-21.751511 64.1461741)
318,318,64.1299011,-21.8665193,POINT (-21.8665193 64.1299011)
319,319,64.1680288,-21.7166768,POINT (-21.7166768 64.1680288)
320,320,64.1139945,-21.6349878,POINT (-21.6349878 64.1139945)
321,321,64.129314,-21.8770135,POINT (-21.8770135 64.129314)
322,322,64.2365464,-21.8244764,POINT (-21.8244764 64.2365464)
323,323,64.1361331,-21.7980965,POINT (-21.7980965 64.1361331)
324,324,64.107474,-21.7865172,POINT (-21.7865172 64.107474)
325,325,64.1473878,-21.8756407,POINT (-21.8756407 64.1473878)
326,326,64.1080969,-21.8289536,POINT (-21.8289536 64.1080969)
327,327,64.123116,-21.7864857,POINT (-21.7864857 64.123116)
328,328,64.1660825,-21.7178053,POINT (-21.7178053 64.1660825)
329,329,64.0928633,-21.8378144,POINT (-21.8378144 64.0928633)
330,330,64.2458622,-21.8614914,POINT (-21.8614914 64.2458622)
331,331,64.1215831,-21.7941537,POINT (-21.7941537 64.1215831)
332,332,64.1424073,-21.8044971,POINT (-21.8044971 64.1424073)
333,333,64.1310126,-21.8176541,POINT (-21.8176541 64.1310126)
334,334,64.1219712,-21.8704225,POINT (-21.8704225 64.1219712)
335,335,64.1061249,-21.7873257,POINT (-21.7873257 64.1061249)
336,336,64.1276235,-21.7552954,POINT (-21.7552954 64.1276235)
337,337,64.3391195,-21.530577,POINT (-21.530577 64.3391195)
338,338,64.1479975,-21.7758396,POINT (-21.7758396 64.1479975)
339,339,64.1809837,-21.6800293,POINT (-21.6800293 64.1809837)
340,340,64.129837,-21.9022017,POINT (-21.9022017 64.129837)
341,341,64.1351872,-21.9588067,POINT (-21.9588067 64.1351872)
342,342,64.1545167,-21.8801753,POINT (-21.8801753 64.1545167)
343,343,64.1449727,-21.7746609,POINT (-21.7746609 64.1449727)
344,344,64.1335777,-21.7369698,POINT (-21.7369698 64.1335777)
345,345,64.1316036,-21.8720601,POINT (-21.8720601 64.1316036)
346,346,64.1366833,-21.7501515,POINT (-21.7501515 64.1366833)
347,347,64.1317816,-21.8697086,POINT (-21.8697086 64.1317816)
348,348,64.1387883,-21.764079,POINT (-21.764079 64.1387883)
349,349,64.1216399,-21.8131748,POINT (-21.8131748 64.1216399)
350,350,64.1393868,-21.7831001,POINT (-21.7831001 64.1393868)
351,351,64.3001089,-21.5546991,POINT (-21.5546991 64.3001089)
352,352,64.1303532,-21.8224719,POINT (-21.8224719 64.1303532)
353,353,64.145522,-21.9533683,POINT (-21.9533683 64.145522)
354,354,64.1464786,-21.9004101,POINT (-21.9004101 64.1464786)
355,355,64.1412614,-21.7596486,POINT (-21.7596486 64.1412614)
356,356,64.1197689,-21.8687295,POINT (-21.8687295 64.1197689)
357,357,64.1216543,-21.8772824,POINT (-21.8772824 64.1216543)
358,358,64.105344,-21.8231893,POINT (-21.8231893 64.105344)
359,359,64.1404386,-21.8428858,POINT (-21.8428858 64.1404386)
360,360,64.1320903,-21.9136342,POINT (-21.9136342 64.1320903)
361,361,64.1425642,-21.849828,POINT (-21.849828 64.1425642)
362,362,64.1329447,-21.8729126,POINT (-21.8729126 64.1329447)
363,363,64.1564394,-21.950143,POINT (-21.950143 64.1564394)
364,364,64.1863224,-21.6732024,POINT (-21.6732024 64.1863224)
365,365,64.123894,-21.8055694,POINT (-21.8055694 64.123894)
366,366,64.1522841,-21.9900586,POINT (-21.9900586 64.1522841)
367,367,64.1258224,-21.7607354,POINT (-21.7607354 64.1258224)
368,368,64.1858496,-21.6213682,POINT (-21.6213682 64.1858496)
369,369,64.1655678,-21.7063648,POINT (-21.7063648 64.1655678)
370,370,64.1318404,-21.9187633,POINT (-21.9187633 64.1318404)
371,371,64.1421402,-21.7743287,POINT (-21.7743287 64.1421402)
372,372,64.1837781,-21.6895412,POINT (-21.6895412 64.1837781)
373,373,64.1054443,-21.7868984,POINT (-21.7868984 64.1054443)
374,374,64.0924339,-21.7120671,POINT (-21.7120671 64.0924339)
375,375,64.1076917,-21.8228458,POINT (-21.8228458 64.1076917)
376,376,64.1377425,-21.9347439,POINT (-21.9347439 64.1377425)
377,377,64.1512781,-21.7730849,POINT (-21.7730849 64.1512781)
378,378,64.1341424,-21.7359273,POINT (-21.7359273 64.1341424)
379,379,64.1076696,-21.8364275,POINT (-21.8364275 64.1076696)
380,380,64.0957949,-21.7032707,POINT (-21.7032707 64.0957949)
381,381,64.0997935,-21.6889194,POINT (-21.6889194 64.0997935)
382,382,64.1443507,-21.7728418,POINT (-21.7728418 64.1443507)
383,383,64.3052814,-21.551738,POINT (-21.551738 64.3052814)
384,384,64.1927086,-21.6744211,POINT (-21.6744211 64.1927086)
385,385,64.2896524,-21.6342795,POINT (-21.6342795 64.2896524)
386,386,64.1246531,-21.8239064,POINT (-21.8239064 64.1246531)
387,387,64.1404461,-21.8731488,POINT (-21.8731488 64.1404461)
388,388,64.1240441,-21.8118226,POINT (-21.8118226 64.1240441)
389,389,64.3052483,-21.7784912,POINT (-21.7784912 64.3052483)
390,390,64.1432439,-21.7956873,POINT (-21.7956873 64.1432439)
391,391,64.140554,-21.920431,POINT (-21.920431 64.140554)
392,392,64.105139,-21.8074354,POINT (-21.8074354 64.105139)
393,393,64.1200061,-21.89105,POINT (-21.89105 64.1200061)
394,394,64.0959868,-21.7764953,POINT (-21.7764953 64.0959868)
395,395,64.1294904,-21.8864266,POINT (-21.8864266 64.1294904)
396,396,64.166741,-21.7216503,POINT (-21.7216503 64.166741)
397,397,64.1331835,-21.876607,POINT (-21.876607 64.1331835)
398,398,64.139471,-21.8168268,POINT (-21.8168268 64.139471)
399,399,64.1568217,-21.7144346,POINT (-21.7144346 64.1568217)
400,400,64.1399357,-21.8878931,POINT (-21.8878931 64.1399357)
401,401,64.0806674,-21.5740763,POINT (-21.5740763 64.0806674)
402,402,64.1455511,-21.8572468,POINT (-21.8572468 64.1455511)
